label;birth date;death date
José Padilla (composer);1889-05-23;1960-10-25
José Razzano;None;1960-04-30
José Rey de la Torre;1917-12-09;1994-07-21
José Rufino Reyes y Siancas;1835-11-15;1905-01-31
José Sosa Esquivel;1923-03-22;1968-06-15
José Urfé;1879-02-06;1957-11-14
José White Lafitte;1836-01-17;1918-03-15
José de Obaldía;1806-07-19;1889-12-28
José do Patrocínio Oliveira;1904-02-11;1987-12-22
Jotamont;1912-10-01;1998-11-21
Jotin Bhattacharya;1926-01-01;2016-02-22
Jovdat Hajiyev;1917-06-18;2002-01-18
Joy Clements;1932-04-29;2005-10-24
Joy Garrett;['1945-03-02', '1945-03-11'];1993-02-11
Joy Nichols;1925-02-17;1992-06-23
Joyce Barker;1931-06-06;1992-05-23
Jozef Cleber;1916-06-02;1999-05-21
Jozo Penava;1909-05-26;1987-01-17
Jozsef Gregor;1940-08-08;2006-10-27
João Carlos de Saldanha Oliveira e Daun 1st Duke of Saldanha;1790-11-17;1876-11-20
João Domingos Bomtempo;1775-12-28;1842-08-18
João Nogueira;1941-11-12;2000-06-05
Joëlle van Noppen;1980-01-20;2010-05-12
Joža Karas;1926-05-03;2008-11-28
Jože Privšek;1937-03-19;1998-06-11
Juan Antonio Arguelles Rius;['1973-03-02', '1978-11-02'];2007-06-03
Juan Bandini;None;1859-11-04
Juan Carlos Calderón;1938-07-07;2012-11-25
Juan Carlos Cáceres;1936-09-04;2015-04-05
Juan Carlos Howard;1912-10-12;1986-11-02
Juan Carlos Paz;1901-08-05;1972-08-25
Juan Carlos Zorzi;1935-11-11;1999-08-21
Juan Formell;1942-08-02;2014-05-01
Juan Francisco García (composer);1892-06-16;1974-11-18
Juan García Esquivel;1918-01-20;2002-01-03
Juan José Nieto Gil;1805-06-24;1866-07-16
Juan José Palacios;None;2002-07-08
Juan Manuel Olivares;1760-04-04;1797-03-01
Juan Manén;1883-05-14;1971-06-26
Juan Max Boettner;1899-05-26;1958-07-03
Juan Morel Campos;1857-05-16;1896-05-12
Juan Oncina;1921-04-15;2009-12-29
Juan Oro Rojo;1925-06-23;2011-04-24
Juan París;None;1845-07-10
Juan Reynoso Portillo;1912-06-24;2007-01-18
Juan Tizol;1900-01-22;1984-04-23
Juan Tyrone Garcia;1950-05-25;1979-05-04
Juan d'Arienzo;1900-12-14;1976-01-14
Juan de Dios Alfonso;None;1877-06-29
Juanita Coco;1975-12-10;1993-05-02
Juanita Reina;1925-08-25;1999-03-19
Juanito Valderrama;1916-05-24;2004-04-12
Juanma Suárez;1962-07-11;1992-10-09
Jud Strunk;1936-06-11;1981-10-05
Judd Conlon;None;1966-07-28
Judd Woldin;1925-05-30;2011-11-27
Judee Sill;1944-10-07;1979-11-23
Judge Dread;1945-05-02;1998-03-13
Judith Nelson;1939-09-10;2012-05-28
Judith Raskin;1928-06-21;1984-12-21
Judy Clay;1938-09-12;2001-07-19
Judy Garland;1922-06-10;1969-06-22
Judy Lynn;1936-04-16;2010-05-26
Judy Martin (singer);1917-07-23;1951-11-17
Judy Roderick;1942-12-14;1992-01-22
Juha Vainio;1938-05-10;1990-10-29
Juhan Maaker;1845-03-26;1930-09-21
Juice Leskinen;1950-02-19;2006-11-24
Juice Wilson;1904-01-21;1993-05-22
Juke Boy Bonner;1932-03-22;1978-06-29
Jule Styne;1905-12-31;1994-09-20
Jules Barbier;1825-03-08;1901-01-16
Jules Bastin;1933-08-18;1996-12-02
Jules Boucherit;1877-03-29;1962-04-01
Jules Garcin;1830-07-11;1896-10-10
Jules Levy (musician);1838-04-24;1903-11-28
Jules Mazellier;1879-04-06;1959-02-06
Jules Mouquet;1860-07-10;1946-10-25
Jules de Corte;1924-03-29;1996-02-16
Julia Claussen;1879-06-11;1941-05-01
Julia Culp;1880-10-06;1970-10-13
Julia Fons;None;1973-01-04
Julia Gwynne;None;1934-06-10
Julia Lee (musician);1902-10-31;1958-12-08
Julia Nussenbaum;None;1937-04-18
Julia Tsenova;1948-07-30;2010-04-11
Julian Clifford;1877-09-28;1921-12-27
Julian Edwards;1855-12-11;1910-09-05
Julian Egerton;1848-08-24;1945-01-22
Julian Jordan;1850-11-10;1929-10-13
Julian Marshall;1836-06-24;1903-11-21
Julian Martinez;None;1943-03-06
Julian Patrick;1927-10-26;2009-05-08
Julian Sitkovetsky;1925-11-07;1958-02-23
Juliane Reichardt;1752-05-14;1783-05-11
Julie-Angélique Scio;None;1807-07-14
Julie Berwald;1822-10-14;1877-01-01
Julie Dorus-Gras;1805-09-07;1896-02-06
Julie Vega;1968-05-21;1985-05-06
Julie Wilson;1924-10-21;2015-04-05
Julien Tiersot;1857-07-05;1936-08-10
Julij Betetto;1885-08-27;1963-01-14
Julije Bajamonti;1744-08-04;1800-11-04
Julio Cueva;1897-04-12;1975-12-25
Julio Gutiérrez (musician);1918-01-12;1990-12-15
Julio Jaramillo;1935-10-01;1978-02-09
Julio Jorge Nelson;1913-04-27;1976-03-06
Julio Sosa;1926-02-02;1964-11-26
Julita Ross;1919-03-21;1981-06-29
Julito Rodríguez;1925-10-05;2013-07-27
Julius Baker;1915-09-23;2003-08-06
Julius Chaloff;1892-09-02;1979-10-28
Julius Cheeks;1929-08-07;1981-01-27
Julius Daniels;1901-11-20;1947-10-18
Julius Dixson;1913-05-20;2004-01-30
Julius Foss;1879-04-21;1953-06-26
Julius Günther;1818-03-01;1904-03-22
Julius Hegyi;1923-02-02;2007-01-01
Julius Huehn;1904-01-12;1971-06-08
Julius Lamperez;1920-07-27;1999-11-13
Julius Otto Grimm;1827-03-06;1903-12-07
Julius Patzak;1898-04-09;1974-01-26
Julius Ruthardt;1841-12-13;1909-10-13
Julius Soubise;None;1798-08-25
Julius Wechter;1935-05-10;1999-02-01
Juliusz Wertheim;1880-09-24;1928-05-06
Juliusz Zarębski;1854-03-03;1885-09-15
Julián Alarcón;1888-01-28;1957-08-19
Julián Bautista;1901-04-21;1961-07-08
Julián Felipe;1861-01-28;1944-10-02
Julián Gayarre;1844-01-09;1890-01-02
Julián Infante;1957-07-17;2000-12-04
Julián Rejala;1907-02-16;1981-07-13
Jumadi Abdi;1983-03-14;2009-03-15
Jumpin' Gene Simmons;1933-07-10;2006-08-29
June Allyson;1917-10-07;2006-07-08
June Carter Cash;1929-06-23;2003-05-15
June Christy;1925-11-20;1990-06-21
June Clark (musician);1900-03-24;1963-02-23
June Cole;None;1960-10-10
June Gordon Marchioness of Aberdeen and Temair;1913-12-29;2009-06-22
June Martel;1909-11-19;1978-11-23
June Pointer;1953-11-30;2006-04-11
June Richmond;1915-07-09;1962-08-14
June Singer;None;2004-01-19
June Tyson;1936-02-05;1992-11-24
June Valli;1928-06-30;1993-03-12
Junetta Jones;None;2015-02-17
Junior Barnard;1920-12-17;1951-04-15
Junior Collins;1927-04-17;1976-03-14
Junior Cook;1934-07-22;1992-02-03
Junior Delgado;1958-08-25;2005-04-11
Junior Kimbrough;1930-07-28;1998-01-17
Junior Parker;1932-05-27;1971-11-18
Junior Raglin;1917-03-16;1955-11-10
Junior Samples;1926-04-10;1983-11-13
Junior Walker;1931-06-14;1995-11-23
Junior Wells;1934-12-09;1998-01-15
Justin Elie;1883-09-01;1931-12-02
Justin Heinrich Knecht;1752-09-30;1817-12-01
Justin Hinds;1942-05-07;2005-03-16
Justin Holland;1819-07-26;1887-03-24
Justin Mentell;1982-12-16;2010-02-01
Justin Tubb;1935-08-20;1998-01-24
Justine Ward;1879-08-07;1975-11-27
Justus Buchler;1914-03-27;1991-03-19
Juthika Roy;1920-04-20;2014-02-05
Jutta Hipp;1925-02-04;2003-04-07
Jyoti Prasad Agarwala;1903-06-17;1951-01-17
Jyotirindranath Tagore;1849-05-04;1925-03-04
Ján Koehler;None;1895-06-28
János Fusz;1777-06-15;1819-03-09
János Négyesy;1938-09-13;2013-12-20
Jóska Sobri;None;1837-02-16
Józef Wieniawski;1837-05-23;1912-11-11
Józef Śliwiński;1865-12-15;1930-03-02
József Simándy;1916-09-18;1997-03-04
Jørgen Ditleff Bondesen;1855-04-07;1939-05-03
Jørgen Ingmann;1925-04-26;2015-03-21
Júlia Székely;1906-05-08;1986-03-19
Júnior (Filipino singer);['1943-05-10', '1943-09-10'];2014-04-15
Jānis Cimze;1814-07-03;1881-10-22
Jānis Ivanovs;1906-10-09;1983-03-27
Jānis Mediņš;1890-10-09;1966-03-04
Jāzeps Vītols;1863-07-26;1948-04-24
J.-J. Gagnier;1885-12-02;1949-09-16
J.D. Short;1902-02-26;1962-10-21
J.E. Pitts;1968-12-28;2010-08-19
J.J. Belle;1955-10-17;2004-11-26
J.J. Malone;1935-08-20;2004-02-20
J.O.E.;1986-07-14;2011-02-07
J.R. Baxter;1887-12-08;1960-01-29
J. B. Fuselier;1901-04-17;1975-08-13
J. B. Hutto;1926-04-26;1983-06-12
J. B. Lenoir;1929-03-05;1967-04-29
J. B. Steane;1928-04-12;2011-03-17
J. Bazzel Mull;1914-10-04;2006-09-05
J. Blackfoot;1946-11-20;2011-11-30
J. Bodewalt Lampe;1869-11-08;1929-05-26
J. C. Heard;1917-08-10;1988-09-27
J. C. Johnson;1896-09-14;1981-02-27
J. D. Jay Miller;1922-05-05;1996-03-23
J. D. Sumner;1924-11-19;1998-11-16
J. David Singer;1925-12-07;2009-12-28
J. E. Goodson;1808-03-24;1892-03-02
J. E. Mainer;1898-07-20;1971-06-12
J. Frank Wilson;1941-12-11;1991-10-04
J. H. van Lint;1932-09-01;2004-09-28
J. J. Johnson;1924-01-22;2001-02-04
J. Keirn Brennan;1873-11-24;1948-02-04
J. M. Gates;1884-07-14;1945-08-18
J. Mayo Williams;1894-09-25;1980-01-02
J. Merrill Knapp;1914-05-09;1993-03-07
J. P. Chandrababu;1927-08-05;1974-03-08
J. P. Pickens;1937-05-06;1973-07-06
J. Pat O'Malley;1904-03-15;1985-02-27
J. R. Jayewardene;1906-09-17;1996-11-01
J. R. Mitchell;1937-04-13;2004-01-25
J. R. Monterose;1927-01-19;1993-09-16
J. T. Meirelles;1940-10-10;2008-06-03
J. V. Raghavulu;None;2013-06-07
J. W. Alexander (musician);1916-01-21;1996-07-08
JJ Cale;1938-12-05;2013-07-26
J Dilla;1974-02-07;2006-02-10
Jaak Joala;1950-06-26;2014-09-25
Jaan Arder;1952-02-26;2014-07-24
Jaan Hargel;1912-11-30;1966-01-30
Jaap Kunst;1891-08-12;1960-12-07
Jaap Valkhoff;1910-08-16;1992-07-03
Jabbar Garyaghdioglu;1861-03-31;1944-04-20
Jabu Khanyile;1957-02-28;2006-11-12
Jacek Kaczmarski;1957-03-22;2004-04-10
Jacek Lech;1947-04-15;2007-03-25
Jack Anglin;1916-05-13;1963-03-08
Jack Barlow;1924-05-18;2011-07-29
Jack Barry (singer);1909-12-15;1982-09-23
Jack Beaver;1900-03-27;1963-09-10
Jack Bentley (musician);1913-04-29;1994-04-22
Jack Berntsen;1940-10-14;2010-10-05
Jack Brokensha;1926-01-05;2010-10-28
Jack Bruce;1943-05-14;2014-10-25
Jack Calmes;1943-10-21;2015-01-05
Jack Clement;1931-04-05;2013-08-08
Jack Daugherty (musician);1930-08-13;1991-02-02
Jack Elliott (composer);1927-08-06;2001-08-18
Jack Ely;1943-09-11;2015-04-28
Jack Eric Williams;1944-03-28;1994-01-28
Jack Fallon;1915-10-13;2006-05-22
Jack Fina;1913-08-13;1970-05-14
Jack Fulton (singer);1903-06-13;1993-11-13
Jack Greene;1930-01-07;2013-03-14
Jack Guthrie;1915-11-13;1948-01-15
Jack Hardy (singer-songwriter);1947-11-23;2011-03-11
Jack Harrold;1920-06-10;1994-07-22
Jack Hayes (composer);1919-02-08;2011-08-24
Jack Hylton;1892-07-02;1965-01-29
Jack Jackson (British radio);1906-02-20;1978-01-15
Jack Jersey;1941-07-18;1997-05-26
Jack Kane (composer);1924-11-29;1961-03-27
Jack Keller (songwriter);1936-11-11;2005-04-01
Jack Lawrence;1912-04-07;2009-03-16
Jack Lerole;None;2003-03-12
Jack Lesberg;1920-02-14;2005-09-17
Jack Marshall (composer);1921-11-23;1973-09-20
Jack McDuff;1926-09-17;2001-01-23
Jack Montrose;1928-12-30;2006-02-07
Jack Musick;None;1977-11-27
Jack Nimitz;1930-01-11;2009-06-10
Jack Nitzsche;1937-04-22;2000-08-25
Jack Noren;1929-10-19;1990-03-17
Jack O'Hagan;1898-11-29;1987-07-15
Jack Owens (blues singer);1904-11-17;1997-02-09
Jack Owens (singer-songwriter);1912-10-17;1982-01-26
Jack Payne (bandleader);1899-08-22;1969-12-04
Jack Pepper;1902-06-14;1979-04-01
Jack Pleis;1917-05-11;1990-12-05
Jack Reno;1935-11-30;2008-11-01
Jack Rieley;1942-11-24;2015-04-17
Jack Rose (guitarist);1971-02-16;2009-12-05
Jack Ross (musician);1916-11-01;1982-12-16
Jack Schroer;1944-01-12;1995-06-23
Jack Segal;1918-10-19;2005-02-10
Jack Sels;1922-01-29;1970-03-21
Jack Sharpe (musician);1930-08-19;1994-11-04
Jack Sharpe (songwriter);1909-10-31;1996-04-23
Jack Singer;None;2013-02-02
Jack Sperling;1922-08-17;2004-02-26
Jack Stapp;1912-12-08;1980-12-20
Jack Teagarden;1905-08-20;1964-01-15
Jack Tracy;1926-07-27;2010-12-21
Jack Waldman;1952-09-06;1986-05-17
Jack Westrup;1904-07-26;1975-04-21
Jack Wilson (jazz pianist);1936-08-03;2007-10-05
Jack Yellen;1892-07-06;1991-04-17
Jackey Beavers;1937-06-19;2008-10-28
Jackie Brenston;1930-08-15;1979-12-15
Jackie Cain;1928-05-22;2014-09-15
Jackie Davis;1920-12-13;1999-11-02
Jackie Dougan;None;1973-01-27
Jackie Edwards (musician);None;1992-08-15
Jackie Kelso;1922-02-27;2012-04-28
Jackie Leven;1950-06-18;2011-11-14
Jackie Lomax;1944-05-10;2013-09-15
Jackie McLean;1931-05-17;2006-03-31
Jackie Mittoo;1948-03-03;1990-12-16
Jackie Orszaczky;1948-05-08;2008-02-03
Jackie Rae;1922-05-14;2006-10-05
Jackie Trent;1940-09-06;2015-03-21
Jackie Verdell;1937-11-05;1991-08-03
Jackie Washington;1919-11-12;2009-06-27
Jackie Wilson;1934-06-09;1984-01-21
Jackson C. Frank;1943-03-02;1999-03-03
Jackson Kaujeua;1953-07-03;2010-05-27
Jackson do Pandeiro;1919-08-31;1982-07-10
Jacky June;1924-04-03;2012-09-28
Jaco Pastorius;1951-12-01;1987-09-21
Jacob Hochbrucker;None;1783-05-28
Jacob Lateiner;1928-05-31;2010-12-12
Jacob Miller (musician);1952-05-04;1980-03-23
Jacob of Serugh;None;0521-11-29
Jacobo Palm;1887-11-28;1982-07-01
Jacopo Melani;1623-07-06;1676-08-18
Jacqueline Brumaire;1921-11-05;2000-10-29
Jacqueline Nova;1935-01-06;1975-06-13
Jacqueline Robin;1917-12-11;2007-02-03
Jacques-Michel Hurel de Lamare;1772-05-01;1823-03-27
Jacques Abram;1915-08-06;1998-10-05
Jacques Aubert;1689-09-30;1753-05-19
Jacques Brel;1929-04-08;1978-10-09
Jacques Datin;1920-06-14;1973-08-24
Jacques Desrosiers;1938-07-08;1996-06-11
Jacques Fred Petrus;None;1987-06-08
Jacques Gregoir;1817-01-18;1876-10-28
Jacques Hustin;1940-03-15;2009-04-06
Jacques Isnardon;1860-02-15;1930-11-14
Jacques Jansen;1913-11-22;2002-03-13
Jacques Klein;1930-07-10;1982-10-24
Jacques Lanzmann;1927-05-04;2006-06-21
Jacques Levy;1935-07-29;2004-09-30
Jacques Pills;1906-01-07;1970-09-12
Jacques Singer;1910-05-09;1980-08-11
Jacques Urlus;None;1935-06-06
Jad Paul;1916-06-16;2008-12-29
Jadin Wong;1913-05-24;2010-03-30
Jagdish Khebudkar;None;2011-05-03
Jagdish Prasad;None;2011-07-18
Jagjit Singh;1941-02-08;2011-10-10
Jagmohan Kaur;1948-04-16;1997-12-06
Jah Jerry Haynes;1921-08-11;2007-08-13
Jah Lloyd;1947-08-29;['1999-06-05', '1999-06-12']
Jah Paul Jo;1956-11-01;2014-12-29
Jah Woosh;None;2011-02-21
Jahan Talyshinskaya;1909-02-09;1967-03-01
Jaibi;1943-02-06;1984-09-04
Jaidev;1919-08-03;1987-01-06
Jaideva Singh;1893-09-19;1986-05-27
Jaime Prats;1883-03-29;1946-01-03
Jair Rodrigues;1939-02-06;2014-05-08
Jak Airport;None;2004-08-13
Jake Drake-Brockman;1955-11-18;2009-09-01
Jake Hanna;1931-04-04;2010-02-12
Jake Hess;1927-12-24;2004-01-04
Jake Hooker (musician);1953-05-03;2014-08-04
Jake Porter;1916-08-03;1993-03-25
Jake Thackray;1938-02-27;2002-12-24
Jaki Byard;1922-06-15;1999-02-11
Jakob Hveding Sletten;1872-12-04;1936-12-07
Jakob Meiland;None;1577-12-31
Jakob Streit;1910-09-23;2009-05-15
Jakob Stämpfli (bass);1934-10-26;2014-09-28
Jakob Zeugheer;1803-07-20;1865-06-15
Jalal Zolfonun;1937-09-22;2012-03-18
Jalil Shahnaz;1921-05-22;2013-06-17
Jam Master Jay;1965-01-21;['2002-10-30', '2011-10-30']
Jamelão;1913-05-12;2008-06-14
James Bubber Miley;1903-04-03;1932-05-20
James Stump Johnson;1902-01-17;1969-12-05
James Sugar Boy Crawford;1934-10-12;2012-09-15
James A. O'Flaherty;1942-07-26;2001-07-20
James Abbott McNeill Whistler;1834-07-10;1903-07-17
James Alan Shelton;1960-11-03;2014-06-03
James Alexander Brennan;None;1956-08-24
James Avery (musician);None;2009-03-08
James Bandinel (civil servant);None;1849-07-29
James Bandinel (scholar);None;1804-11-17
James Bates (conductor);1952-11-16;2014-04-04
James Bernard 2nd Earl of Bandon;1785-06-14;1856-10-31
James Best;1926-07-26;2015-04-06
James Blackwood;1919-08-04;2002-02-03
James Booker;1939-12-17;1983-11-08
James Brockman;1886-12-08;1967-05-22
James Brody;1941-07-13;2010-04-11
James Brooke;1803-04-29;1868-06-11
James Brown;1933-05-03;2006-12-25
James Buffington;1922-05-15;1981-07-20
James Byrne (musician);['1946-01-01', '1946-01-04'];['2008-11-07', '2008-11-08']
James Campbell McInnes;1874-01-23;1945-02-08
James Carr (musician);1942-06-13;2001-01-07
James Cavanaugh (songwriter);None;1967-08-18
James Chasse;None;2006-09-17
James Clay (musician);1935-09-08;1994-01-01
James Cleveland;1931-12-05;1991-02-09
James Crutchfield;1912-05-25;2001-12-07
James Cuthbert Hadden;1861-09-09;1914-05-02
James David Vaughan;1864-12-14;1941-02-09
James Dewar (musician);1942-10-12;2002-05-16
James Ernest Perring;None;1889-01-12
James F. Hanley;1892-02-17;1942-02-08
James Francis Cooke;1875-11-14;1960-03-03
James Freud;1959-06-29;2010-11-04
James Friskin;1886-03-03;1967-03-16
James G. Stewart;1907-05-21;1997-03-22
James Gayfer;1916-03-26;1997-04-07
James Gilreath;1936-11-14;2003-09-07
James Govan;1949-09-02;2014-07-18
James Harding (music writer);1929-05-30;2007-06-21
James Healy (geologist);1910-09-10;1994-12-10
James Henry Lockwood;1793-12-07;1857-08-24
James Henry Marriott;None;1886-08-25
James Hewitt (musician);1770-06-04;1827-08-02
James Honeyman-Scott;1956-11-04;1982-06-16
James Horner;1953-08-14;2015-06-22
James Horsley (songwriter);None;1891-03-08
James Jamerson;1936-01-29;1983-08-02
James Johnston (tenor);1903-08-11;1991-10-17
James K. Randall;1929-06-16;2014-05-28
James Kent (composer);1700-03-13;1776-05-06
James L. Lyons;1916-11-18;1994-04-10
James Last;1929-04-17;2015-06-09
James Lebon;1959-05-03;2008-12-22
James Leroy;1947-04-03;1979-05-10
James Lockwood (Connecticut politician);1683-04-21;1769-05-05
Åke Gerhard;1921-03-26;2009-08-20
Åke Persson;1932-02-25;1975-02-05
Kaare Ørnung;1931-01-26;2013-10-02
Kabban Mirza;1937-10-25;2003-12-23
Kai Winding;1922-05-18;1983-05-06
Kaiser Marshall;1899-06-11;1948-01-03
Kaj Backlund;1945-02-24;2013-12-25
Kaka Bhaniawala;1971-04-05;2009-04-12
Kal Mann;1917-05-06;2001-11-28
Kal P. Dal;1949-01-28;1985-01-18
Kalamandalam Gangadharan Nair;1936-06-26;2015-04-26
Kalamandalam Haridas;1946-09-15;2005-09-17
Kalamandalam Hyderali;1946-09-05;2006-01-05
Kalaparusha Maurice McIntyre;1936-03-24;2013-11-09
Kaleth Morales;1984-06-09;2005-08-24
Kalle Nämdeman;1883-12-31;1945-06-28
Kalman Bloch;1913-05-30;2009-03-12
Kalmer Tennosaar;1928-11-23;2004-09-20
Kalpakam Swaminathan;1922-08-15;2011-04-06
Kalyanji Virji Shah;1928-06-30;2000-08-24
Kamal Dasgupta;1912-07-28;1974-07-20
Kamal Givens;1981-03-25;2015-02-21
Kamala Bose;1947-11-26;2012-06-16
Kamalesh Maitra;1928-04-28;2005-04-22
Kamel Messaoudi;1961-01-30;1998-12-10
Kami (musician);1972-02-01;1999-06-21
Kamil Sönmez;1947-03-04;2012-12-20
Kamukara Purushothaman;1930-12-04;1995-05-26
Kanhiyalal Prabhakar Mishra;1906-05-29;1995-05-09
Kanosh (chief);None;1884-12-24
Kansas City Red;1926-05-07;1991-05-07
Kansas Fields;1915-12-05;1995-08-03
Kansas Joe McCoy;1905-05-11;1950-01-28
Kanu Banerjee;1905-06-20;1983-01-27
Kanu Roy;None;1981-12-20
Kaoru Abe;1949-05-05;1978-09-09
None;1904-08-07;1976-03-01
Karel Burian;1870-01-12;1924-09-25
Karel Duba;1923-09-29;1968-08-21
Karel Halíř;1859-02-01;1909-12-21
Karel Hoffmann;1872-12-12;1936-03-30
Karel Hruška;1891-06-14;1966-10-17
Karel Kalaš;1910-10-09;2001-05-03
Karel Krautgartner;1922-07-20;1982-09-20
Karel Kryl;1944-04-12;1994-03-03
Karel Pravoslav Sádlo;1898-09-05;['1971-08-24', '1971-08-25']
Karel Rupel;1907-12-05;1968-09-17
Karel Slavíček;1678-12-24;1735-08-24
Karel Velebný;1931-03-17;1989-03-07
Karel Zich;['1949-06-10', '1949-07-10'];['2004-07-13', '2004-08-13']
Karen Carpenter;1950-03-02;1983-02-04
Karen Chandler;1923-09-01;2010-11-03
Karen Dalton (singer);1937-07-19;1993-03-19
Karen Young (American singer);1951-03-23;1991-01-26
Kari Diesen;1914-06-26;1987-03-18
Kari Marie Aarvold Glaser;1901-01-04;1972-10-03
Kari Nurmela;1933-05-26;1984-01-21
Kari Tapio;1945-11-22;2010-12-07
Karin Stanek;1946-08-18;2011-02-15
Karl-Heinz Kämmerling;1930-05-06;2012-06-14
Karl Aagard Østvig;1889-05-17;1968-07-21
Karl Adolf Lorenz;1837-08-13;1923-03-03
Karl Bissinger;None;2008-11-19
Karl Blessinger;1888-09-21;1962-03-13
Karl Christian Agthe;1762-06-16;1797-11-27
Karl Clausen;1904-08-15;1972-12-05
Karl Denver;1931-12-16;1998-12-21
Karl Emanuel Klitzsch;1812-10-30;1889-03-05
Karl Engel;1923-06-01;2006-09-02
Karl Erb;1877-07-13;1958-07-13
Karl Feininger;1844-07-31;1922-01-31
Karl Ferdinand Adam;1806-12-22;1868-12-23
Karl Formes;1815-08-07;1889-12-15
Karl Franzevich Albrecht;1807-08-27;1863-02-24
Karl Friedrich Heusinger;1792-02-28;1883-05-05
Karl Geiringer;1899-04-26;1989-01-10
Karl Graedener;1812-01-14;1883-06-10
Karl Gustav Fellerer;1902-07-07;1984-01-07
Karl Guðmundsson;1924-01-28;2012-06-24
Karl Heinrich Barth;1847-07-12;1922-12-23
Karl Heinz Schnell;1915-01-10;2013-03-13
Karl Hoschna;1876-08-16;1911-12-23
Karl Klindworth;1830-09-25;1916-07-27
Karl Mayreder;1856-06-13;1935-09-09
Karl Moik;1938-06-19;2015-03-26
Karl Perron;1858-06-03;1928-07-15
Karl Piutti;1846-04-30;1902-06-17
Karl Richter (conductor);1926-10-15;1981-02-15
Karl Ridderbusch;1932-05-29;1997-06-21
Karl Roy;1968-05-25;2012-03-13
Karl Schmitt-Walter;1900-12-23;1985-01-14
Karl Schröder II;1848-12-18;1935-09-22
Karl Terkal;1919-10-07;1996-08-12
Karnail Gill;1942-02-13;2012-06-24
Karnail Singh Paras;1916-06-28;2009-02-28
Karol Hubert Rostworowski;1877-11-03;1938-02-04
Karol Hławiczka;1894-02-14;1976-07-22
Karol Mikuli;1819-10-20;1897-05-21
Karol Stryja;1915-02-02;1998-01-31
Karoline Jagemann;1777-01-25;1848-07-10
Karoline Seidler-Wranitzky;None;1872-12-07
Karsten Andersen;1920-02-16;1997-12-15
Karuna Banerjee;1919-12-25;2001-11-13
Kasinathuni Nageswara Rao;None;1938-04-11
Kaspar Ett;1788-01-05;1847-05-16
Kaspar Förster;1616-02-28;1673-02-02
Kaspar Fürstenau;1772-02-26;1819-05-11
Kasper Hassler;1562-08-17;1618-06-21
Kasturba Gandhi;1869-04-11;1944-02-22
Katalin Karády;1910-12-08;1990-02-08
Katalin Nemes;1915-10-05;1991-03-29
Katarzyna Sobczyk;1945-02-12;2010-07-28
Katchou;1963-04-15;2009-08-12
Kate Buchdahl;1964-09-30;1992-12-10
Kate Lee;1858-03-09;1904-07-25
Kate Loder;1825-08-21;1904-08-30
Kate McGarrigle;1946-02-06;2010-01-18
Kate McTell;1911-08-22;1991-10-03
Kate Sara Chittenden;1856-04-17;1949-09-16
Kate Smith;1907-05-01;1986-06-17
Kate Wolf;1942-01-27;1986-12-10
Katharina Szelinski-Singer;1918-05-24;2010-12-20
Katharine Emily Eggar;1874-01-05;1961-08-15
Katharine Goodson;1872-06-18;1958-04-14
Katharine Stewart-Murray Duchess of Atholl;1874-11-06;1960-10-21
Katherine Hagedorn;1961-10-16;2013-11-12
Katherine Marlowe (actress);1914-05-25;2010-01-02
Katherine Siva Saubel;1920-03-07;2011-11-01
Kathi McDonald;1948-09-25;2012-10-03
Kathie Kay;1918-11-20;2005-03-09
Kathleen Howard;['1884-07-17', '1884-07-27'];1956-04-15
